id,text,klass,humor_rating,humor_mechanism
tweet257,"Navidad: Motivo para comer.
Cumple: Motivo para comer.
Llueve: Motivo para comer
Año nuevo: Motivo para comer.
Felicidad: Motivo para comer.",joke,2.25,
tweet258,": Se solicita trabajo d mantenimiento(para hombre)en las noches.Area SJuan,tiene exp,y es responsable,no vicios(Part o Full time) Gracias!",no-joke,,
tweet259,"Mi cuarto puede ser un desastre, pero sé donde está todo",no-joke,,
tweet260,"“La mala noticia es que el tiempo vuela, la buena es que tú eres el piloto” - Cashback",no-joke,,
tweet261,#chiste: que hace una abeja en el gym? ....... zumba #chistes RT.,joke,2.5,
tweet262,"Acabo de recibir una respuesta a algo q le pregunte a mi Angel,esta mañana,gente los angeles existen,Y te escuchan...hablale!",no-joke,,
tweet263,"—¿Cómo te llamas? —Anastasia, pero llámame Ana, ¿y tú? —Catalina, pero llámame Cata... ¿y ella? —Penélope, pero no le gustan los apodos.",joke,2.863636363636364,
tweet264,Me quedo con el penúltimo capítulo de Merlí como final porque el último horrible.,no-joke,,
tweet265,"como ladra un perro argentino?????
Este...Guau    #chistes #humor",joke,2.25,stereotype
tweet266,"Aquí, o te haces fuerte, o te joden.",no-joke,,
tweet267,Literal que Guido habla al pedo mitad programa,no-joke,,
tweet268,"Por suerte siempre juntos, ay qué lindo",no-joke,,
tweet269,"Nadie daba nada por CR...
QUE RICO SE ESCUCHA EL OLEEEEEEE 🙌🏼",no-joke,,
tweet270,"No entiendo para quede empeñan en escribir algo en inglés algo que está gramaticalmente incorrecto, y es muy obvio que lo está. 🤦🏽‍♀️",no-joke,,
tweet271,"Yo buscaba tiempo, hasta del que ya no había 🔙",no-joke,,
tweet272,Sé que lo hago rico y todo pero no te me ENAMORES !!!,no-joke,,
tweet273,"—Ya casi llega Febrero ¿sabes qué significa? —Aww ¿El día de San Valentín amor? —¡NO MAMES, la Champions League! —Pero :( —¡CHAMPIONS DIJE!",joke,1.4,
tweet274,En el #HotelVictoria me voy a disfrazar de Cupido para cagarles a todos :v,no-joke,,
tweet275,"—Hola, soy un paracaidista, paraguayo, parapléjico, paraolímpico, y vengo para pedir la mano de su hija
—¿¡PARA QUÉ!?
—Ay, no jodas señor...",joke,3.4,misunderstanding
tweet276,Típico: De pequeño le tenias miedo a los borrachos... Ahora son tus amigos,no-joke,,
tweet277,"Como se venía el tiempo dije ""Na se va a venir un huracán mas o menos"" y de pedo llueve 😑",no-joke,,
tweet278,La bronca que tengo ni con todo el llanto la descargo,no-joke,,
tweet279,"Se suspenden los tuits de mame, espero que sus familias se encuentren bien.",no-joke,,
tweet280,termine la casa de papel en netflix y ahora tengo que verla por internet es una tortura esto no me jodan,no-joke,,
tweet281,Chester el apodo mio,no-joke,,
tweet282,"Giiiiiirrrrrrrllll, traigo un mood bien feo.",no-joke,,
tweet283,"Si la luna y las estrellas son la luz de la noche, el brillo de tus ojos y esa linda sonrisa, son la luz de mi alma. 😉",no-joke,,
tweet284,"¡CASA SOLA! ""Perspectiva: Fiesta loca con todos tus amigos"". ""Realidad: Ir al baño con la puerta abierta"".",joke,2.4,reference
tweet285,"—Amor, siento que no me pones atención.

—Y yo a ti, mi amor.",joke,3.8571428571428568,
tweet286,Los juegos de mesa destruyen más familias que las secretarías.,joke,1.8,stereotype
tweet287,"—Señor Peña Nieto, ¿Qué opina de los Broncos?
—Pues no sé mucho de ellos, pero mi canción favorita era la de ""Que no quede huella"".",joke,1.5,misunderstanding
tweet288,"Hay tres tipos de personas 
Los boludos que ponen San va lentinn..
Los que se quejan del chiste San va lentinn
Y tu vieja en tanga",joke,1.0,embarrassment
tweet289,AAAAAAAAA ESTOY ENOJADA,no-joke,,
tweet290,"Siete huevos, pero este señor para cuántos va a hacer tortilla :___ #CepedaTortilla",no-joke,,
tweet291,"#FiebreDeViña Bose tiene cara de muerto, o se cree vampiro🎧",joke,1.3333,
tweet292,"- Tengo hambre - Que quieres comer? - Tus labios, para besarte como si no hubiese mañana - Aww ¿En serio? - No, pásame las galletitas.",joke,2.1785714285714284,irony
tweet293,"""Mami no me retes, los buenos peos se festejan""",no-joke,,
tweet294,Voto por #TuNovia de @laliespos Lali Espósito para que suba en el #RankingPdc @pieldeciudadok,no-joke,,
tweet295,"—Estoy triste. ☹️
—Ya, no estés triste.
—OYE MUCHAS GRACIAS QUE BUEN CONSEJO YO PENSÉ QUE ME IBA A CONVERTIR EN TRISTEMAN DE TRISTELANDIA.",no-joke,,
tweet296,"Me ofrecieron dinero a cambio de promocionar un producto en esta cuenta, pero mi dignidad es fuerte cómo Axión®, el verdadero arranca grasa.",joke,3.4,unmasking
tweet297,"¿Y qué le dijo la esposa a Schwarzenegger al saber su infidelidad...? ""¡HASTA LA VISTA BABY!"" by @ELXOCOLATE #fb",joke,1.8,parody
tweet298,"Y mi nudillo no se mejora más 
Cada vez me duele más y no hago nada",no-joke,,
tweet299,Según tu mi locura era extrema pero eso no impedía que yo te llevara a la nota máxima,no-joke,,
tweet300,"– Yo haría cualquier cosa por ti, mi amor.
– Desátame y déjame ir.
– Ah no, eso no.",joke,2.25,unmasking
tweet301,Hoy mi amigo @AIexChxnguito se parece al mismísimo Leandro Augusto,no-joke,,
tweet302,"Salfate es como la ballena azul, nos quiere suicidar a todos",joke,1.3333,
tweet303,Idea millonaria: vender cartulinas a domicilio a la medianoche.,joke,2.0,
tweet304,"—Hijo ¿por qué tardas tanto en el baño?

—Perdón, mamá. Me metí a inhalar cocaína.

—No es cierto. Estás en twitter ¿puto vicioso?",joke,2.25,exaggeration
tweet305,"14 de febrero: prueba de amor.

14 de marzo: prueba de embarazo.

14 de noviembre: prueba de paternidad.",joke,2.0,reference
tweet306,Yo no sé para que abrí Snap si nadie me manda nudes. 😔,no-joke,,
tweet307,Se vive mejor sin esperar nada de nadie.,no-joke,,
tweet308,"Situación sentimental:

Creo que la única persona que me robara el corazón será un traficange de órganos.",joke,2.75,exaggeration
tweet309,"Tal vez si todos tuiteamos que hace mucho frío salga el Sol.

Aunque sean las 11 de la noche.",no-joke,,
tweet310,Estoy bajo su poder🎶💓💔🔥,no-joke,,
tweet311,"La nueva campeona del lol, DIOS MIO",no-joke,,
tweet312,Vacaciones = Almuerzayunos.,no-joke,,
tweet313,Dejame y veraaaaaaaasss,no-joke,,
tweet314,"Oh!Oh! Pero y esta vaiiina que eh???""@fwpipo: @sunshinelogrono lo sentimo su taijeta e llamada se a teiminado!""",no-joke,,
tweet315,Como suspender una cuenta para quedarte con el personaje google voy a tenner suerte  #ConOchoaPierdeMeade,no-joke,,
tweet316,"#El2012MeEnseño ,Todos los cominos llevan aroma",joke,2.0,
tweet317,"Cuando stalkeo y el perfil tarda en cargar, mejor me salgo, seguro es Diosito protegiendo mi corazón de una decepción.",no-joke,,
tweet318,Ahora emitiendo LEONARDO FAVIO - NI EL CLAVEL NI LA ROSA.mp3,no-joke,,
tweet319,"Organizando mi vida en ""cosas que quiero hacer antes de morirme"" y ""cosas que quiero morirme antes de hacerlas"".",joke,1.6667,
tweet320,Holi?,no-joke,,
tweet321,es que no me gusta saber que hay algo que anda mal y que no puedo arreglarlo y es solo wait and see,no-joke,,
tweet322,"Un hombre puso un clasificado: Busco mujer coja, entre más coja mejor. by @yhonfgarcia #fb",joke,2.2,wordplay
tweet323,"Un minuto de silencio por esos guerreros valientes que hoy van a jugarse la vida, pero les van a decir ""mejor como amigos """,joke,2.25,
tweet324,No se te cae un hola ni por casualidad,no-joke,,
tweet325,La esposa a Jose: -Me amaras cuando sea vieja y fea? Responde el ruin sujeto: -Ya tengo anos amandote asi no?,joke,2.5,
tweet326,Le tengo más miedo a la Friendzone que al Ébola,joke,2.0,
tweet327,"No me hagas llorar si yo sólo te quiero amar, yo se que me he portado mal pero esta vez en serio yo te quiero.",no-joke,,
tweet328,"Soy de ese 0,000001% de la población cuya madre no tiene Twitter, Facebook ni Whatsapp.",no-joke,,
tweet329,A veces es mejor no saber nada de nadie.,no-joke,,
tweet330,"La UEFA nos ha puesto a Howard Webb, el árbitro favorito de Ferguson para vengarse de los octavos de la Shempions. #RoboAlMadrid",no-joke,,
tweet331,Como cuando uno de tus compañeros de trabajo te regala un pedazo de bizcocho de zanahoria 😭💕 #AntojosComplacidos,no-joke,,
tweet332,El porno es una de las pocas industrias en donde las mujeres ganan más que los hombres por hacer el mismo trabajo.,no-joke,,
tweet333,No sé cómo ni porqué...me ha venido a la cabeza lo de 1 franco 14 pesetas,no-joke,,
tweet334,"Esta puerta no se abre.
-Pruebe al revés.
-erba es on atreup atsE  #CHISTES",joke,2.4,
tweet335,Que ganas de ese Xbox  #DesnúdameConVevo,no-joke,,
tweet336,"-Mamá, hoy en el colegio aprendí a hacer explosivos -Muy bien ¿Y mañana qué harán en el colegio? -¿Cuál colegio? by @ClauJaz01 #fb",joke,2.555555555555556,
tweet337,"—¿Tienes Whatsapp?
—No.
—Pero en Facebook sale que estás desde un teléfono.
—Es un teléfono público.
—Pero...
—Adiós, ya no tengo monedas.",joke,1.6666666666999999,
tweet338,"Le dicen a un cubano ¿Qué tal las cosas en Cuba? -No nos podemos quejar. -¿Ah ..Van bien? -No, que no nos podemos quejar
#chistes",joke,2.5,
tweet339,"¿Por qué Frodo y Gandalf no usaron a las águilas para llevar el anillo a Mordor?
Ok, no puedo dormir :(",no-joke,,
tweet340,Está con ganas la app. Bájenla chavos #YeahOpening,no-joke,,
tweet341,En las #FamiliasFuertes siempre existía la prima buenota,no-joke,,
tweet342,"no quiero quedarme ni si quiera con lo lindo.
te fuiste.
vos y toda tu mierda.",no-joke,,
tweet343,A 30 AÑOS SACARÍA ganas de chambear,no-joke,,
tweet344,"Atencion : volco el camion que llevaba mermeladas , hay demoras
#chistes",joke,3.6,wordplay
tweet345,"No nea, qué mal genio que las cosas no me salgan bien",no-joke,,
tweet346,"Las mujeres quieren a alguien que las proteja y las haga reír, algo así como un payaso ninja...",joke,2.0,analogy
tweet347,"Para de boludear, pensá en tu futuro",no-joke,,
tweet348,El Tiempo realmente no sana todo. Es lo que aprendes durante ese tiempo lo que te sana. #Retuitealo,no-joke,,
tweet349,"-Estudié con el rabino Bergman
-En qué rama?
@MCeciliaBazan @mache2016",joke,1.0,wordplay
tweet350,"Si tú no me quieres, si tú no me amas.. dejemos las cosas claras...",no-joke,,
tweet351,Bueno Santander le quedaron los tuitazos.,no-joke,,
tweet352,"—Hijo, a veces te miro y veo a tu padre.

—Sí abuelo, es que eres bizco.",joke,2.4,
tweet353,"Un ladrón caminando con su hijo por una granja de vacas: 
-Papá, papá ¿todo eso es ganado verdad? 
-No hijo, es robado
#chiste",joke,2.0,
tweet354,"""Es que yo ni le entiendo al Fútbol Americano""

-Alguien que solo le entiende a la música de la Arrolladora.",no-joke,,
tweet355,Where in the world is El Cabronauta?!?!,no-joke,,
tweet356,"Volver con tu ex es como repetir el semestre: Sabes que no vas a aprender nada nuevo, pero ahí vas de regreso por pendejo.",joke,2.0,
tweet357,mi pingüino se llama Jabba pero es delgadito en fin la ironía de la vida.,no-joke,,
tweet358,Mi chofer de uber es mujer y me arropó con una cobija de leopardo 100% real,no-joke,,
tweet359,"@Maximen278 SOS UN MAL HERMANO, TE ODIO MORITISIATE",no-joke,,
tweet360,Un #FelizMartes pasa por rebañar con el dedo lo que sobra de la masa cuando haces croquetas... 😀👌,no-joke,,
tweet361,Quiero seguir durmiendo 😭,no-joke,,
tweet362,"Si fue amor, todavía lo es.",no-joke,,
tweet363,"antes la gente temia que les sirvieran sus bebidas por miedo a que les hecharan drogas hoy las exigen, nueva era guau",no-joke,,
tweet364,me cago son esta clase mil veces,no-joke,,
tweet365,gente sera que o netflix party funciona no xilften mkkkkk acho q nao ne,no-joke,,
tweet366,"Los curas cuando juegan tenis , 40-30 es el marcador preferido...
Porque está cerca de deuce   #chistes",joke,1.25,wordplay
tweet367,"Por qué los músicos dicen:
1,2,3,4
Los bailarines:
5,6,7,8 
Y los actores:
4,3,2,1
????? 
😕😕😕😕😕",no-joke,,
tweet368,Los ginecólogos y los repartidores de pizza tienen algo en común: Ambos la pueden oler pero ninguno se la puede comer,joke,2.0,analogy
tweet369,"Cuando además del físico también te atrae lo que piensa, lo que hace, lo que dice, quién es y sus metas personales. Justo ahí está el amor.",no-joke,,
tweet370,"Típico: Cuando están tus papás, tus amigos se vuelven las personas más educadas del mundo.",joke,1.6666666666999999,reference
tweet371,Saludos @TutoSpanish  desde ARGENTINA PRO!!!??,no-joke,,
tweet372,Que inesperado ese msj 😮😮,no-joke,,
tweet373,"Niñas de 10 años que publican ""No puedo sacarte de mi cabeza"" ¿será que tienen piojos?",joke,1.8571428571428568,
tweet374,"¡ESTO SE VA A DESCONTROLAAAAAAR!

—Yo, haciéndome 10 litros de chocomilk en la lavadora.",joke,1.4,irony
tweet375,rutinas de mierda,no-joke,,
tweet376,Que cagaso lpm,no-joke,,
tweet377,"Se siente bien feo tener un pedo atorado, pero más feo es tener atorado tu recuerdo.",no-joke,,
tweet378,Tu me confundes; a veces metratas como si te gustará y a veces ni te acuerdas de mi....,no-joke,,
tweet379,Avisen cuando terminen de hablar de las elecciones de la AFA que quiero contarles que ayer tampoco cogí.,joke,2.0,
tweet380,#feis2feis moleste a #soynumusic todo el programa y ahora a ustedes pof favor pongan a 5sos,no-joke,,
tweet381,"En matemáticas es el único lugar donde veo cosas tan ridículas como: Pepe tenía 133 chocolates, se comió 115 ¿Qué tiene? -Diabetes, quizá.",joke,2.4,reference
tweet382,"Gracias Dios x lo bueno, lo malo y lo feo q paso este 2012 d todo se aprende y todo pasa x algo esperemos que este 2013 vengan cosas buenas",no-joke,,
tweet383,"A mi prima le dicen Messi.
Siempre tiene un hombre encima.",joke,1.8,
tweet384,TODOS LOS QUE ME SIGAN»++++ LOS SIGO»++++SIGUEME Y NO DEJO DE »+++SEGUIRTE.,no-joke,,
tweet385,Esta cruda no se me quita ni con un cachetadón de Eduardo Yáñez.,no-joke,,
tweet386,Con el PRI puntero 2018 vamos kon tokio,no-joke,,
tweet387,"Aló, Diga? - Tenemos secuestrada a tu suegra, si quieres volver a verla tienes qu.... *tutututututututu*",joke,3.0,unmasking
tweet388,Lo divertido de youtube es que puedes empezar escuchando tu canción favorita y luego terminas viendo como sacarle punta a un lápiz.,joke,1.75,
tweet389,Que decepción,no-joke,,
tweet390,"Mi mamá me envía fotos de sus procesos laborales y mi papá me envía fotos de qks, qué es esta mierdaJAJAJSKSJA.",no-joke,,
tweet391,BRAAAYAN MAYERRRSS,no-joke,,
tweet392,"&gt;@Brunovic8: ""Yo creo que los madridistas hoy sentimos nostalgia de aquella eliminatoria donde #Ovrebo fue protagonista.""&lt;",no-joke,,
tweet393,akdlsjda perdón no voy a subir capturas se me escapó (?,no-joke,,
tweet394,¿Qué es un Pre-infarto? Es lo que te da cuando tocas el bolsillo y no sientes el celular.,no-joke,,
tweet395,"— Me ando cogiendo a tu novia.
— ¿Es una broma?
— No, una broma sería así: Toc toc.
— ¿Quién es?
— Yo, cogiéndome a tu novia.",joke,2.6667,
tweet396,"No entiendo cómo hay personas que faltan a la uni un chingo y pasan sus materias, yo falto un día y ya valió verga la carrera.",no-joke,,
tweet397,El secreto está en las ganas ❤,no-joke,,
tweet398,"Niño entra a ducha y papá está con los ojos blancos: -Papito, que tienes en tu mano? -Un ratoncito -Y pq te lo estás tirando? #fb",joke,1.4,
tweet399,Saquen los tacos  #SalsaVictoria,no-joke,,
tweet400,"Hasta cuando me van a decir que soy una bebe, hasta los amigos de mis hermanos 😒",no-joke,,
tweet401,"A lo chocobar, de espaldas! Que hdp",no-joke,,
tweet402,"SI QUIERES PERTENECER A LA LISTA DE TU PAIS, SOLO DINOS DE DONDE SON Y YA.. TAMBIEN NOS PUEDEN AGREGAR A SUS LISTAS :)",no-joke,,
tweet403,Tengo hambre quiero mc,no-joke,,
tweet404,Me estoy viendo la voz kids solo por melendi claro que sí #LaVozKids1,no-joke,,
tweet405,"#VisteCuando te dicen algo y no entendes y preguntas ""que"" como 3 veces y seguís sin entender y terminas diciendo ""Ahh si"".",no-joke,,
tweet406,*Se sube a su Ranch Robert* *Se duerme*,no-joke,,
tweet407,"Típico: Hacer ""como que no te das cuenta de las cosas"".",no-joke,,
tweet408,NO QUE QUEIRA SI ME DISES POR FAVORRRRRR,no-joke,,
tweet409,"pendejas mañana en lugar de gritar “guachineo” griten “a ver a ver cómo mueve la colita” ahre si pelotudas
#ArtistaDelFestivalCNCO",no-joke,,
tweet410,"Los hombres que no comen picante, también se pueden subir al vagón rosa del metro.",joke,1.0,
tweet411,En 10 dias me dan a mi perrita❤,no-joke,,
tweet412,Lo único bueno es que hoy hay championsss😍,no-joke,,
tweet413,no sé redactar un tUIT y entré a comunicación no entendí nada,no-joke,,
tweet414,Eres TOP Torres trolleando a todo dios marcando goles. Hazme un hijo que yo lo mantengo.,no-joke,,
tweet415,Buenos días. Tengo tanto sueño que bajaría con la cama al comedor a tomar desayuno 😂,joke,1.0,exaggeration
tweet416,Y el sueño?,no-joke,,
tweet417,"¿Salir del clóset se les dificulta?

Jaja, intenten salir del buró de crédito😥",joke,2.0,
tweet418,"Yo estoy desayunando hotcakes con chocomilk, mientras tú estás vomitando por los efectos de la cruda. Claramente no eres para mí.",no-joke,,
tweet419,Odio cuando mi viejo me agarra para la joda 😑,no-joke,,
tweet420,Cansada de q idolatren a Jimena Barón,no-joke,,
tweet421,En ocasiones suelo aferrarme a cosas equivocadas,no-joke,,
tweet422,Te amo ❣ @gustavobloise1,no-joke,,
tweet423,"Toc, toc - quien es - lola - que lola?? - los ladrones... Bueno esperame que estoy con lame - que lame?? - lametralladora... #xD",joke,1.7777777777777777,wordplay
tweet424,¿Sabrás que te escucho diario?,no-joke,,
tweet425,Escuchar tu canción favorita en la radio y automáticamente sacar el artista que llevas dentro.,no-joke,,
tweet426,Soy el único pelotudo que se pone a lavar el auto en pedo en navidad mientras los demás se chupan hasta el codo.,no-joke,,
